Time,DigitalTherm,Thermistor
55:51.7,14.59,14.5
55:57.4,14.65,14.5
56:03.1,14.61,14.5
56:08.8,14.55,14.5
56:14.5,14.63,14.5
56:20.2,14.61,14.5
56:25.9,14.61,14.5
56:31.6,14.55,14.5
56:37.2,14.59,14.5
56:42.9,14.63,14.5
56:48.6,14.61,14.5
56:54.3,14.61,14.5
57:00.0,14.63,14.5
57:05.7,14.63,14.44
57:11.4,14.59,14.5
57:17.1,14.61,14.5
57:22.7,14.63,14.5
57:28.4,14.59,14.5
57:34.1,14.59,14.5
57:39.8,14.59,14.5
57:45.5,14.63,14.5
57:51.2,14.61,14.5
57:56.9,14.55,14.5
58:02.5,14.59,14.5
58:08.2,14.63,14.5
58:13.9,14.61,14.5
58:19.6,14.59,14.5
58:25.3,14.63,14.5
58:31.0,14.63,14.5
58:36.7,14.59,14.5
58:42.4,14.67,14.5
58:48.0,14.63,14.5
58:53.7,14.59,14.5
58:59.4,14.57,14.5
59:05.1,14.63,14.5
59:10.8,14.59,14.5
59:16.5,14.59,14.5
59:22.2,14.61,14.5
59:27.9,14.63,14.5
59:33.5,14.61,14.5
59:39.2,14.63,14.5
59:44.9,14.61,14.5
59:50.6,14.61,14.5
59:56.3,14.63,14.5
00:02.0,14.61,14.5
00:07.7,14.59,14.5
00:13.4,14.63,14.5
00:19.1,14.59,14.5
00:24.8,14.61,14.5
00:30.4,14.59,14.5
00:36.1,14.57,14.5
00:41.8,14.61,14.5
00:47.5,14.61,14.5
00:53.2,14.61,14.5
00:58.8,14.59,14.5
01:04.5,14.61,14.5
01:10.2,14.61,14.5
01:15.9,14.61,14.5
01:21.6,14.61,14.5
01:27.3,14.63,14.5
01:33.0,14.59,14.5
01:38.7,14.61,14.5
01:44.3,14.59,14.5
01:50.1,14.57,14.5
01:55.7,14.59,14.5
02:01.4,14.59,14.5
02:07.1,14.57,14.44
02:12.8,14.59,14.5
02:18.5,14.63,14.5
02:24.2,14.59,14.5
02:29.9,14.59,14.5
02:35.6,14.61,14.5
02:41.2,14.61,14.5
02:46.9,14.61,14.5
02:52.6,14.55,14.5
02:58.3,14.63,14.5
03:04.0,14.69,14.5
03:09.6,14.59,14.5
03:15.4,14.63,14.5
03:21.0,14.63,14.5
03:26.7,14.59,14.5
03:32.4,14.65,14.5
03:38.1,14.63,14.5
03:43.8,14.61,14.5
03:49.5,14.63,14.5
03:55.2,14.61,14.5
04:00.9,14.59,14.5
04:06.5,14.63,14.5
04:12.2,14.59,14.5
04:17.9,14.61,14.5
04:23.6,14.61,14.5
04:29.3,14.63,14.5
04:35.0,14.61,14.5
04:40.7,14.63,14.5
04:46.4,14.61,14.5
04:52.0,14.57,14.5
04:57.7,14.65,14.5
05:03.4,14.61,14.5
05:09.1,14.61,14.5
05:14.8,14.61,14.5
05:20.5,14.59,14.5
05:26.1,14.57,14.5
05:31.8,14.63,14.5
05:37.5,14.61,14.5
05:43.2,14.59,14.5
05:48.9,14.59,14.5
05:54.6,14.61,14.5
06:00.3,14.65,14.5
06:06.0,14.61,14.5
06:11.7,14.63,14.5
06:17.4,14.59,14.5
06:23.0,14.57,14.44
06:28.7,14.63,14.5
06:34.4,14.59,14.5
06:40.1,14.63,14.5
06:45.8,14.63,14.5
06:51.5,14.57,14.5
06:57.2,14.57,14.5
07:02.8,14.61,14.5
07:08.5,14.65,14.44
07:14.2,14.59,14.5
07:19.9,14.65,14.5
07:25.6,14.59,14.5
07:31.3,14.63,14.5
07:37.0,14.67,14.5
07:42.7,14.59,14.5
07:48.3,14.63,14.5
07:54.1,14.63,14.44
07:59.7,14.59,14.5
08:05.4,14.63,14.5
08:11.1,14.59,14.5
08:16.8,14.61,14.5
08:22.5,14.59,14.5
08:28.1,14.59,14.5
08:33.8,14.61,14.5
08:39.5,14.61,14.5
08:45.2,14.59,14.5
08:50.9,14.61,14.5
08:56.6,14.55,14.44
09:02.3,14.63,14.5
09:08.0,14.59,14.5
09:13.7,14.59,14.5
09:19.3,14.61,14.5
09:25.0,14.57,14.5
09:30.7,14.61,14.5
09:36.4,14.59,14.5
09:42.1,14.57,14.5
09:47.8,14.61,14.5
09:53.5,14.57,14.5
09:59.1,14.61,14.5
10:04.8,14.61,14.5
10:10.5,14.61,14.5
10:16.2,14.61,14.5
10:21.9,14.63,14.5
10:27.6,14.59,14.5
10:33.3,14.63,14.5
10:39.0,14.61,14.5
10:44.7,14.59,14.5
10:50.3,14.63,14.5
10:56.0,14.57,14.5
11:01.7,14.59,14.5
11:07.4,14.59,14.5
11:13.1,14.61,14.5
11:18.8,14.61,14.44
11:24.5,14.59,14.5
11:30.2,14.63,14.5
11:35.8,14.57,14.44
11:41.5,14.61,14.5
11:47.2,14.63,14.5
11:52.9,14.57,14.44
11:58.6,14.63,14.5
12:04.3,14.57,14.5
12:10.0,14.61,14.44
12:15.7,14.59,14.44
12:21.4,14.61,14.5
12:27.0,14.59,14.5
12:32.7,14.61,14.44
12:38.4,14.57,14.5
12:44.1,14.61,14.5
12:49.8,14.59,14.5
12:55.5,14.61,14.5
13:01.2,14.61,14.5
13:06.9,14.61,14.5
13:12.5,14.61,14.5
13:18.2,14.59,14.5
13:23.9,14.55,14.5
13:29.6,14.63,14.5
13:35.3,14.59,14.5
13:41.0,14.61,14.5
13:46.7,14.59,14.5
13:52.3,14.63,14.44
13:58.0,14.59,14.44
14:03.7,14.61,14.5
14:09.4,14.57,14.5
14:15.1,14.59,14.5
14:20.8,14.61,14.5
14:26.5,14.57,14.5
14:32.2,14.63,14.5
14:37.9,14.55,14.5
14:43.5,14.61,14.5
14:49.2,14.67,14.5
14:54.9,14.61,14.5
15:00.6,14.61,14.5
15:06.3,14.61,14.5
15:12.0,14.59,14.5
15:17.7,14.59,14.5
15:23.3,14.55,14.5
15:29.1,14.63,14.5
15:34.7,14.61,14.5
15:40.4,14.59,14.5
15:46.1,14.55,14.5
15:51.8,14.59,14.5
15:57.5,14.63,14.5
16:03.2,14.59,14.5
16:08.8,14.55,14.5
16:14.5,14.61,14.5
16:20.2,14.61,14.5
16:25.9,14.59,14.5
16:31.6,14.61,14.5
16:37.3,14.61,14.5
16:43.0,14.57,14.5
16:48.7,14.59,14.5
16:54.4,14.61,14.5
17:00.0,14.59,14.5
17:05.7,14.57,14.5
17:11.4,14.59,14.5
17:17.1,14.61,14.5
17:22.8,14.63,14.44
17:28.5,14.61,14.5
17:34.2,14.57,14.5
17:39.9,14.61,14.5
17:45.5,14.61,14.44
17:51.2,14.57,14.44
17:56.9,14.61,14.44
18:02.6,14.61,14.5
18:08.3,14.57,14.5
18:14.0,14.61,14.44
18:19.7,14.63,14.5
18:25.3,14.63,14.5
18:31.0,14.57,14.5
18:36.7,14.59,14.44
18:42.4,14.61,14.5
18:48.1,14.59,14.5
18:53.8,14.59,14.5
18:59.5,14.61,14.44
19:05.2,14.63,14.5
19:10.9,14.57,14.5
19:16.5,14.61,14.5
19:22.2,14.59,14.5
19:27.9,14.57,14.44
19:33.6,14.57,14.5
19:39.3,14.57,14.44
19:45.0,14.63,14.44
19:50.7,14.65,14.5
19:56.4,14.57,14.44
20:02.0,14.59,14.5
20:07.7,14.59,14.5
20:13.4,14.59,14.5
20:19.1,14.59,14.5
20:24.8,14.59,14.5
20:30.5,14.61,14.44
20:36.2,14.59,14.5
20:41.8,14.59,14.5
20:47.5,14.57,14.5
20:53.2,14.59,14.5
20:58.9,14.59,14.44
21:04.6,14.61,14.5
21:10.3,14.59,14.44
21:16.0,14.59,14.44
21:21.6,14.59,14.44
21:27.3,14.57,14.5
21:33.0,14.61,14.44
21:38.7,14.61,14.5
21:44.4,14.57,14.5
21:50.1,14.59,14.5
21:55.8,14.59,14.44
22:01.5,14.59,14.44
22:07.2,14.59,14.5
22:12.9,14.55,14.5
22:18.5,14.59,14.5
22:24.2,14.63,14.5
22:29.9,14.59,14.5
22:35.6,14.59,14.5
22:41.3,14.55,14.5
22:47.0,14.59,14.5
22:52.7,14.61,14.5
22:58.3,14.55,14.5
23:04.0,14.63,14.5
23:09.7,14.59,14.5
23:15.4,14.59,14.5
23:21.1,14.59,14.44
23:26.8,14.57,14.44
23:32.5,14.61,14.5
23:38.2,14.59,14.5
23:43.8,14.57,14.5
23:49.5,14.59,14.44
23:55.2,14.63,14.5
24:00.9,14.57,14.5
24:06.6,14.59,14.44
24:12.3,14.59,14.5
24:18.0,14.57,14.5
24:23.7,14.61,14.5
24:29.3,14.59,14.44
24:35.0,14.61,14.5
24:40.7,14.57,14.44
24:46.4,14.57,14.5
24:52.1,14.61,14.44
24:57.8,14.63,14.44
25:03.5,14.59,14.44
25:09.2,14.57,14.44
25:14.8,14.59,14.44
25:20.5,14.59,14.44
25:26.2,14.63,14.5
25:31.9,14.55,14.5
25:37.6,14.55,14.5
25:43.3,14.55,14.5
25:49.0,14.55,14.44
25:54.7,14.55,14.44
26:00.3,14.63,14.44
26:06.0,14.61,14.5
26:11.7,14.53,14.5
26:17.4,14.55,14.5
26:23.1,14.57,14.44
26:28.8,14.63,14.5
26:34.5,14.59,14.44
26:40.2,14.53,14.5
26:45.8,14.55,14.5
26:51.5,14.61,14.44
26:57.2,14.61,14.5
27:02.9,14.61,14.44
27:08.6,14.57,14.44
27:14.3,14.57,14.44
27:20.0,14.59,14.44
27:25.7,14.63,14.44
27:31.3,14.59,14.44
27:37.0,14.59,14.44
27:42.7,14.59,14.44
27:48.4,14.59,14.44
27:54.1,14.61,14.5
27:59.8,14.61,14.5
28:05.5,14.63,14.5
28:11.1,14.57,14.44
28:16.8,14.59,14.5
28:22.5,14.59,14.44
28:28.2,14.55,14.5
28:33.9,14.59,14.44
28:39.6,14.57,14.44
28:45.3,14.59,14.44
28:51.0,14.55,14.44
28:56.7,14.55,14.44
29:02.3,14.61,14.44
29:08.0,14.63,14.44
29:13.7,14.59,14.44
29:19.4,14.55,14.44
29:25.1,14.61,14.44
29:30.8,14.61,14.44
29:36.5,14.59,14.44
29:42.2,14.61,14.44
29:47.8,14.61,14.44
29:53.5,14.59,14.5
29:59.2,14.59,14.44
30:04.9,14.59,14.5
30:10.6,14.63,14.5
30:16.3,14.57,14.5
30:21.9,14.59,14.44
30:27.7,14.61,14.5
30:33.4,14.61,14.5
30:39.0,14.61,14.5
30:44.7,14.55,14.44
30:50.4,14.57,14.44
30:56.1,14.57,14.5
31:01.8,14.57,14.44
31:07.5,14.57,14.5
31:13.2,14.55,14.44
31:18.8,14.57,14.44
31:24.5,14.55,14.5
31:30.2,14.55,14.44
31:35.9,14.53,14.5
31:41.6,14.59,14.5
31:47.3,14.61,14.44
31:53.0,14.61,14.44
31:58.6,14.61,14.5
32:04.3,14.57,14.5
32:10.0,14.57,14.44
32:15.7,14.59,14.44
32:21.4,14.59,14.44
32:27.1,14.59,14.44
32:32.8,14.59,14.44
32:38.5,14.61,14.5
32:44.2,14.59,14.44
32:49.8,14.57,14.44
32:55.5,14.57,14.44
33:01.2,14.59,14.44
33:06.9,14.55,14.44
33:12.6,14.57,14.5
33:18.3,14.57,14.5
33:24.0,14.59,14.5
33:29.7,14.63,14.44
33:35.3,14.61,14.44
33:41.0,14.59,14.44
33:46.7,14.59,14.44
33:52.4,14.57,14.44
33:58.1,14.53,14.44
34:03.8,14.55,14.5
34:09.5,14.57,14.5
34:15.1,14.61,14.44
34:20.8,14.61,14.44
34:26.5,14.63,14.44
34:32.2,14.53,14.44
34:37.9,14.57,14.44
34:43.6,14.57,14.44
34:49.3,14.59,14.44
34:55.0,14.61,14.44
35:00.7,14.63,14.44
35:06.3,14.59,14.44
35:12.0,14.55,14.44
35:17.7,14.55,14.44
35:23.4,14.55,14.5
35:29.1,14.55,14.5
35:34.8,14.59,14.44
35:40.5,14.59,14.44
35:46.2,14.61,14.44
35:51.8,14.61,14.44
35:57.5,14.55,14.44
36:03.2,14.57,14.44
36:08.9,14.55,14.44
36:14.6,14.57,14.44
36:20.3,14.61,14.44
36:26.0,14.57,14.5
36:31.6,14.53,14.44
36:37.3,14.59,14.44
36:43.0,14.57,14.44
36:48.7,14.55,14.44
36:54.4,14.53,14.44
37:00.1,14.59,14.44
37:05.8,14.53,14.44
37:11.5,14.55,14.44
37:17.1,14.55,14.44
37:22.8,14.57,14.44
37:28.5,14.57,14.44
37:34.2,14.61,14.44
37:39.9,14.57,14.44
37:45.6,14.59,14.44
37:51.3,14.59,14.44
37:57.0,14.57,14.44
38:02.6,14.57,14.44
38:08.3,14.57,14.44
38:14.0,14.59,14.44
38:19.7,14.55,14.44
38:25.4,14.57,14.44
38:31.1,14.57,14.44
38:36.8,14.55,14.44
38:42.5,14.59,14.44
38:48.2,14.59,14.44
38:53.9,14.57,14.44
38:59.5,14.61,14.5
39:05.2,14.55,14.44
39:10.9,14.55,14.44
39:16.6,14.57,14.44
39:22.3,14.59,14.44
39:28.0,14.59,14.44
39:33.6,14.53,14.44
39:39.3,14.57,14.44
39:45.0,14.53,14.44
39:50.7,14.57,14.44
39:56.4,14.57,14.44
40:02.1,14.55,14.44
40:07.8,14.57,14.44
40:13.5,14.57,14.44
40:19.2,14.53,14.44
40:24.8,14.57,14.44
40:30.5,14.55,14.44
40:36.2,14.57,14.44
40:41.9,14.59,14.44
40:47.6,14.59,14.44
40:53.3,14.55,14.44
40:59.0,14.61,14.44
41:04.6,14.57,14.44
41:10.3,14.55,14.44
41:16.0,14.57,14.44
41:21.7,14.57,14.44
41:27.4,14.55,14.44
41:33.1,14.55,14.44
41:38.8,14.61,14.44
41:44.5,14.55,14.44
41:50.1,14.55,14.44
41:55.8,14.57,14.44
42:01.5,14.55,14.44
42:07.2,14.57,14.44
42:12.9,14.55,14.44
42:18.6,14.53,14.44
42:24.3,14.57,14.44
42:30.0,14.59,14.44
42:35.6,14.55,14.44
42:41.3,14.57,14.44
42:47.0,14.59,14.44
42:52.7,14.59,14.44
42:58.4,14.57,14.44
43:04.1,14.55,14.44
43:09.8,14.59,14.44
43:15.5,14.57,14.44
43:21.1,14.53,14.44
43:26.8,14.55,14.44
43:32.5,14.55,14.44
43:38.2,14.55,14.44
43:43.9,14.59,14.44
43:49.6,14.57,14.44
43:55.3,14.55,14.44
44:01.0,14.57,14.44
44:06.6,14.59,14.44
44:12.3,14.53,14.44
44:18.0,14.63,14.44
44:23.7,14.55,14.44
44:29.4,14.61,14.44
44:35.1,14.55,14.44
44:40.8,14.55,14.44
44:46.5,14.57,14.44
44:52.1,14.59,14.44
44:57.8,14.55,14.44
45:03.5,14.57,14.44
45:09.2,14.59,14.44
45:14.9,14.55,14.44
45:20.6,14.59,14.44
45:26.3,14.57,14.44
45:32.0,14.55,14.44
45:37.6,14.55,14.44
45:43.3,14.55,14.44
45:49.0,14.59,14.44
45:54.7,14.55,14.44
46:00.4,14.57,14.44
46:06.1,14.57,14.44
46:11.8,14.53,14.44
46:17.5,14.59,14.44
46:23.1,14.53,14.44
46:28.8,14.53,14.44
46:34.5,14.57,14.44
46:40.2,14.51,14.44
46:45.9,14.55,14.44
46:51.6,14.55,14.44
46:57.3,14.57,14.44
47:03.0,14.59,14.44
47:08.6,14.51,14.44
47:14.3,14.57,14.44
47:20.0,14.57,14.44
47:25.7,14.59,14.44
47:31.4,14.55,14.44
47:37.1,14.53,14.44
47:42.8,14.59,14.44
47:48.5,14.53,14.44
47:54.1,14.57,14.44
47:59.8,14.59,14.44
48:05.5,14.55,14.44
48:11.2,14.55,14.44
48:16.9,14.53,14.5
48:22.6,14.53,14.44
48:28.3,14.53,14.44
48:34.0,14.59,14.44
48:39.6,14.55,14.44
48:45.3,14.55,14.44
48:51.0,14.53,14.44
48:56.7,14.59,14.44
49:02.4,14.57,14.44
49:08.1,14.53,14.44
49:13.8,14.51,14.44
49:19.5,14.55,14.44
49:25.1,14.57,14.44
49:30.9,14.57,14.44
49:36.5,14.57,14.44
49:42.2,14.51,14.44
49:47.9,14.55,14.44
49:53.6,14.57,14.44
49:59.3,14.57,14.44
50:04.9,14.55,14.44
50:10.6,14.53,14.44
50:16.3,14.53,14.44
50:22.0,14.53,14.44
50:27.7,14.55,14.44
50:33.4,14.57,14.44
50:39.1,14.59,14.44
50:44.8,14.55,14.44
50:50.5,14.51,14.44
50:56.2,14.53,14.44
51:01.8,14.57,14.44
51:07.5,14.55,14.44
51:13.2,14.57,14.44
51:18.9,14.59,14.44
51:24.6,14.55,14.44
51:30.3,14.53,14.44
51:36.0,14.53,14.44
51:41.6,14.55,14.44
51:47.3,14.57,14.44
51:53.0,14.55,14.44
51:58.7,14.53,14.44
52:04.4,14.55,14.44
52:10.1,14.51,14.44
52:15.8,14.55,14.44
52:21.5,14.57,14.44
52:27.1,14.57,14.44
52:32.8,14.59,14.44
52:38.5,14.57,14.44
52:44.2,14.55,14.44
52:49.9,14.55,14.44
52:55.6,14.55,14.44
53:01.3,14.53,14.44
53:06.9,14.59,14.44
53:12.6,14.55,14.44
53:18.3,14.53,14.44
53:24.0,14.51,14.44
53:29.7,14.55,14.44
53:35.4,14.55,14.44
53:41.1,14.57,14.44
53:46.8,14.55,14.44
53:52.5,14.57,14.44
53:58.2,14.53,14.44
54:03.8,14.55,14.44
54:09.5,14.55,14.44
54:15.2,14.53,14.44
54:20.9,14.57,14.44
54:26.6,14.59,14.44
54:32.3,14.55,14.44
54:38.0,14.53,14.44
54:43.7,14.53,14.44
54:49.3,14.53,14.44
54:55.0,14.57,14.44
55:00.7,14.53,14.44
55:06.4,14.57,14.44
55:12.1,14.53,14.44
55:17.8,14.53,14.44
55:23.5,14.59,14.44
55:29.1,14.57,14.44
55:34.8,14.53,14.44
55:40.5,14.55,14.44
55:46.2,14.53,14.44
55:51.9,14.55,14.44
55:57.6,14.57,14.44
56:03.3,14.55,14.44
56:09.0,14.55,14.44
56:14.6,14.57,14.44
56:20.3,14.53,14.44
56:26.0,14.53,14.44
56:31.7,14.57,14.44
56:37.4,14.57,14.44
56:43.1,14.53,14.44
56:48.8,14.57,14.44
56:54.4,14.57,14.44
57:00.1,14.53,14.44
57:05.8,14.51,14.44
57:11.5,14.57,14.44
57:17.2,14.55,14.44
57:22.9,14.53,14.44
57:28.6,14.53,14.44
57:34.3,14.57,14.44
57:40.0,14.53,14.44
57:45.7,14.53,14.44
57:51.3,14.57,14.44
57:57.0,14.55,14.44
58:02.7,14.53,14.44
58:08.4,14.51,14.44
58:14.1,14.59,14.44
58:19.8,14.53,14.44
58:25.4,14.49,14.44
58:31.2,14.53,14.44
58:36.8,14.57,14.44
58:42.5,14.53,14.44
58:48.2,14.53,14.44
58:53.9,14.55,14.44
58:59.6,14.57,14.44
59:05.2,14.53,14.44
59:10.9,14.53,14.44
59:16.6,14.55,14.44
59:22.3,14.55,14.44
59:28.0,14.51,14.44
59:33.7,14.55,14.44
59:39.4,14.57,14.44
59:45.1,14.53,14.44
59:50.8,14.57,14.44
59:56.4,14.59,14.44
00:02.1,14.53,14.44
00:07.8,14.55,14.44
00:13.5,14.53,14.44
00:19.2,14.57,14.44
00:24.9,14.53,14.44
00:30.6,14.57,14.44
00:36.3,14.49,14.44
00:41.9,14.55,14.44
00:47.6,14.55,14.44
00:53.3,14.55,14.44
00:59.0,14.53,14.44
01:04.7,14.57,14.44
01:10.4,14.51,14.44
01:16.1,14.55,14.44
01:21.8,14.51,14.44
01:27.4,14.55,14.44
01:33.1,14.53,14.44
01:38.8,14.57,14.38
01:44.5,14.55,14.44
01:50.2,14.51,14.44
01:55.9,14.53,14.44
02:01.6,14.55,14.44
02:07.2,14.55,14.44
02:12.9,14.55,14.44
02:18.6,14.53,14.44
02:24.3,14.55,14.44
02:30.0,14.53,14.44
02:35.7,14.59,14.44
02:41.4,14.53,14.44
02:47.1,14.57,14.44
02:52.8,14.53,14.44
02:58.4,14.57,14.44
03:04.1,14.51,14.44
03:09.8,14.53,14.44
03:15.5,14.55,14.44
03:21.2,14.53,14.44
03:26.9,14.53,14.44
03:32.6,14.53,14.44
03:38.2,14.51,14.44
03:44.0,14.53,14.44
03:49.6,14.57,14.44
03:55.3,14.55,14.44
04:01.0,14.53,14.44
04:06.7,14.53,14.44
04:12.4,14.53,14.44
04:18.1,14.55,14.44
04:23.8,14.51,14.44
04:29.5,14.53,14.44
04:35.1,14.53,14.38
04:40.8,14.53,14.44
04:46.5,14.55,14.44
04:52.2,14.53,14.44
04:57.9,14.55,14.44
05:03.6,14.51,14.44
05:09.3,14.55,14.44
05:14.9,14.53,14.44
05:20.6,14.55,14.44
05:26.3,14.53,14.38
05:32.0,14.53,14.44
05:37.7,14.57,14.38
05:43.4,14.53,14.44
05:49.1,14.57,14.44
05:54.8,14.49,14.44
06:00.4,14.57,14.44
06:06.1,14.53,14.44
06:11.8,14.51,14.44
06:17.5,14.55,14.44
06:23.2,14.49,14.38
06:28.9,14.57,14.38
06:34.6,14.51,14.44
06:40.2,14.53,14.38
06:45.9,14.55,14.44
06:51.6,14.51,14.44
06:57.3,14.51,14.44
07:03.0,14.51,14.44
07:08.7,14.53,14.44
07:14.4,14.55,14.44
07:20.1,14.53,14.38
07:25.8,14.53,14.38
07:31.5,14.51,14.44
07:37.1,14.53,14.44
07:42.8,14.57,14.44
07:48.5,14.51,14.38
07:54.2,14.51,14.38
07:59.9,14.53,14.38
08:05.6,14.49,14.44
08:11.3,14.55,14.44
08:16.9,14.53,14.44
08:22.6,14.51,14.44
08:28.3,14.55,14.38
08:34.0,14.53,14.44
08:39.7,14.51,14.44
08:45.4,14.51,14.44
08:51.1,14.53,14.44
08:56.8,14.49,14.44
09:02.4,14.53,14.38
09:08.1,14.53,14.44
09:13.8,14.49,14.44
09:19.5,14.53,14.44
09:25.2,14.51,14.38
09:30.9,14.51,14.44
09:36.6,14.53,14.44
09:42.3,14.51,14.38
09:47.9,14.53,14.38
09:53.6,14.51,14.44
09:59.3,14.55,14.38
10:05.0,14.51,14.44
10:10.7,14.57,14.44
10:16.4,14.51,14.44
10:22.1,14.55,14.44
10:27.7,14.51,14.44
10:33.5,14.57,14.44
10:39.1,14.51,14.38
10:44.8,14.57,14.38
10:50.5,14.49,14.38
10:56.2,14.57,14.44
11:01.9,14.51,14.38
11:07.6,14.51,14.38
11:13.3,14.53,14.38
11:19.0,14.53,14.38
11:24.6,14.49,14.44
11:30.3,14.55,14.38
11:36.0,14.53,14.38
11:41.7,14.55,14.38
11:47.4,14.53,14.44
11:53.1,14.47,14.38
11:58.8,14.53,14.44
12:04.5,14.53,14.38
12:10.1,14.51,14.44
12:15.8,14.53,14.38
12:21.5,14.49,14.44
12:27.2,14.55,14.38
12:32.9,14.53,14.44
12:38.6,14.55,14.38
12:44.2,14.53,14.44
12:50.0,14.49,14.38
12:55.6,14.53,14.38
13:01.3,14.55,14.38
13:07.0,14.51,14.44
13:12.7,14.53,14.38
13:18.4,14.51,14.44
13:24.1,14.57,14.38
13:29.8,14.51,14.38
13:35.5,14.51,14.38
13:41.1,14.51,14.38
13:46.8,14.55,14.38
13:52.5,14.53,14.44
13:58.2,14.53,14.44
14:03.9,14.51,14.44
14:09.6,14.53,14.44
14:15.3,14.53,14.38
14:20.9,14.53,14.38
14:26.6,14.51,14.38
14:32.3,14.51,14.38
14:38.0,14.53,14.44
14:43.7,14.49,14.38
14:49.4,14.49,14.38
14:55.1,14.53,14.44
15:00.8,14.51,14.38
15:06.4,14.49,14.38
15:12.1,14.51,14.44
15:17.8,14.53,14.38
15:23.5,14.49,14.38
15:29.2,14.49,14.44
15:34.9,14.51,14.38
15:40.6,14.49,14.44
15:46.2,14.49,14.38
15:51.9,14.55,14.38
15:57.6,14.51,14.38
16:03.3,14.49,14.38
16:09.0,14.51,14.38
16:14.7,14.53,14.38
16:20.4,14.45,14.38
16:26.1,14.51,14.38
16:31.8,14.55,14.38
16:37.4,14.49,14.38
16:43.1,14.49,14.38
16:48.8,14.53,14.44
16:54.5,14.51,14.38
17:00.2,14.51,14.38
17:05.9,14.53,14.44
17:11.6,14.49,14.38
17:17.3,14.53,14.38
17:22.9,14.53,14.38
17:28.6,14.53,14.38
17:34.3,14.49,14.38
17:40.0,14.47,14.38
17:45.7,14.53,14.38
17:51.4,14.55,14.38
17:57.1,14.55,14.38
18:02.8,14.53,14.44
18:08.4,14.51,14.38
18:14.1,14.47,14.38
18:19.8,14.51,14.38
18:25.5,14.53,14.38
18:31.2,14.53,14.38
18:36.9,14.51,14.38
18:42.6,14.51,14.38
18:48.2,14.51,14.38
18:53.9,14.49,14.38
18:59.6,14.51,14.38
19:05.3,14.53,14.38
19:11.0,14.53,14.38
19:16.7,14.53,14.38
19:22.4,14.51,14.38
19:28.1,14.49,14.44
19:33.8,14.49,14.38
19:39.5,14.49,14.38
19:45.1,14.53,14.38
19:50.8,14.51,14.38
19:56.5,14.51,14.38
20:02.2,14.53,14.38
20:07.9,14.51,14.38
20:13.6,14.47,14.38
20:19.2,14.49,14.38
20:24.9,14.49,14.38
20:30.6,14.49,14.38
20:36.3,14.53,14.38
20:42.0,14.53,14.38
20:47.7,14.51,14.38
20:53.4,14.53,14.38
20:59.1,14.49,14.38
21:04.8,14.45,14.38
21:10.4,14.49,14.38
21:16.1,14.49,14.38
21:21.8,14.49,14.38
21:27.5,14.53,14.38
21:33.2,14.51,14.38
21:38.9,14.49,14.38
21:44.6,14.45,14.38
21:50.3,14.49,14.38
21:56.0,14.55,14.38
22:01.6,14.51,14.38
22:07.3,14.49,14.38
22:13.0,14.49,14.38
22:18.7,14.47,14.38
22:24.4,14.55,14.38
22:30.1,14.51,14.38
22:35.8,14.47,14.38
22:41.4,14.51,14.38
22:47.1,14.49,14.38
22:52.8,14.49,14.38
22:58.5,14.53,14.38
23:04.2,14.53,14.38
23:09.9,14.51,14.38
23:15.6,14.53,14.38
23:21.3,14.49,14.38
23:26.9,14.49,14.38
23:32.6,14.51,14.38
23:38.3,14.47,14.38
23:44.0,14.47,14.38
23:49.7,14.53,14.38
23:55.4,14.49,14.38
24:01.1,14.55,14.38
24:06.7,14.49,14.38
24:12.5,14.53,14.38
24:18.1,14.45,14.38
24:23.8,14.49,14.38
24:29.5,14.47,14.38
24:35.2,14.51,14.38
24:40.9,14.49,14.38
24:46.6,14.49,14.38
24:52.3,14.47,14.38
24:58.0,14.51,14.38
25:03.6,14.49,14.38
25:09.3,14.51,14.38
25:15.0,14.49,14.38
25:20.7,14.53,14.38
25:26.4,14.49,14.38
25:32.1,14.51,14.38
25:37.8,14.49,14.38
25:43.5,14.49,14.38
25:49.1,14.51,14.38
25:54.8,14.49,14.38
26:00.5,14.55,14.38
26:06.2,14.47,14.38
26:11.9,14.53,14.38
26:17.6,14.47,14.38
26:23.3,14.57,14.38
26:28.9,14.53,14.38
26:34.6,14.47,14.38
26:40.3,14.55,14.38
26:46.0,14.51,14.38
26:51.7,14.51,14.38
26:57.4,14.49,14.38
27:03.1,14.51,14.38
27:08.8,14.49,14.38
27:14.4,14.53,14.38
27:20.1,14.51,14.38
27:25.8,14.49,14.38
27:31.5,14.49,14.38
27:37.2,14.49,14.38
27:42.9,14.53,14.38
27:48.6,14.49,14.38
27:54.3,14.51,14.38
28:00.0,14.49,14.38
28:05.6,14.47,14.38
28:11.3,14.51,14.38
28:17.0,14.51,14.38
28:22.7,14.51,14.38
28:28.4,14.47,14.38
28:34.1,14.47,14.38
28:39.8,14.49,14.38
28:45.5,14.45,14.38
28:51.2,14.49,14.38
28:56.8,14.47,14.38
29:02.5,14.53,14.38
29:08.2,14.49,14.38
29:13.9,14.53,14.38
29:19.6,14.47,14.38
29:25.3,14.53,14.38
29:31.0,14.49,14.38
29:36.6,14.51,14.38
29:42.3,14.47,14.38
29:48.0,14.49,14.38
29:53.7,14.53,14.38
29:59.4,14.47,14.38
30:05.1,14.55,14.38
30:10.8,14.49,14.38
30:16.5,14.51,14.38
30:22.1,14.45,14.38
