Time,DigitalTherm,Thermistor
00:48.7,14.04,13.94
00:54.4,14.06,13.94
01:00.1,14.08,13.94
01:05.8,14.08,13.94
01:11.4,14.08,13.94
01:17.1,14.1,13.94
01:22.8,14.1,13.94
01:28.5,14.04,13.94
01:34.2,14.1,13.94
01:39.9,14.04,13.94
01:45.6,14.08,13.94
01:51.3,14.08,13.94
01:56.9,14.12,13.94
02:02.6,14.1,13.94
02:08.3,14.08,13.94
02:14.0,14.06,13.94
02:19.7,14.08,13.94
02:25.4,14.06,13.94
02:31.1,14.08,13.94
02:36.8,14.06,13.94
02:42.5,14.06,13.94
02:48.1,14.06,13.94
02:53.8,14.08,13.94
02:59.5,14.12,13.94
03:05.2,14.08,13.94
03:10.9,14.08,13.94
03:16.6,14.1,13.94
03:22.3,14.08,13.94
03:28.0,14.08,13.94
03:33.6,14.04,13.94
03:39.3,14.06,13.94
03:45.0,14.02,13.94
03:50.7,14.06,13.94
03:56.4,14.08,13.94
04:02.1,14.08,13.94
04:07.7,14.08,13.94
04:13.4,14.06,13.94
04:19.1,14.04,13.94
04:24.8,14.1,13.94
04:30.5,14.1,13.94
04:36.2,14.06,13.94
04:41.9,14.04,13.94
04:47.6,14.08,13.94
04:53.3,14.08,13.94
04:59.0,14.04,13.94
05:04.6,14.1,13.94
05:10.3,14.04,13.94
05:16.0,14.06,13.94
05:21.7,14.04,13.94
05:27.4,14.08,13.94
05:33.1,14.08,13.94
05:38.8,14.06,13.94
05:44.4,14.04,13.94
05:50.1,14.04,13.94
05:55.8,14.04,13.94
06:01.5,14.04,13.94
06:07.2,14.08,13.94
06:12.9,14.1,13.94
06:18.6,14.12,13.94
06:24.3,14.04,13.94
06:30.0,14.04,13.94
06:35.7,14.06,13.94
06:41.3,14.04,13.88
06:47.0,14.06,13.94
06:52.7,14.08,13.94
06:58.4,14.12,13.94
07:04.1,14.06,13.94
07:09.8,14.06,13.94
07:15.4,14.08,13.94
07:21.1,14.02,13.94
07:26.8,14.02,13.94
07:32.5,14.06,13.88
07:38.2,14.08,13.94
07:43.9,14.12,13.94
07:49.6,14.06,13.94
07:55.3,14.02,13.94
08:01.0,14.02,13.94
08:06.6,14.08,13.88
08:12.3,14.08,13.94
08:18.0,14.08,13.94
08:23.7,14.04,13.94
08:29.4,14.06,13.94
08:35.1,14.04,13.94
08:40.8,14.04,13.94
08:46.4,14.02,13.94
08:52.1,14.08,13.94
08:57.9,14.06,13.94
09:03.5,13.98,13.94
09:09.2,14,13.94
09:14.9,14.04,13.94
09:20.6,14.02,13.94
09:26.3,14.12,13.94
09:31.9,14.06,13.94
09:37.6,14.04,13.94
09:43.3,14.04,13.94
09:49.0,14.08,13.94
09:54.7,14.06,13.94
10:00.4,14.04,13.94
10:06.1,14.08,13.94
10:11.8,14.06,13.94
10:17.4,14.06,13.94
10:23.1,14.06,13.94
10:28.8,14.06,13.94
10:34.5,14.02,13.94
10:40.2,14.1,13.88
10:45.9,14.06,13.94
10:51.6,14.04,13.94
10:57.3,14.08,13.94
11:03.0,14.02,13.94
11:08.7,14.06,13.94
11:14.3,14.08,13.88
11:20.0,14.04,13.94
11:25.7,14.04,13.94
11:31.4,14.08,13.94
11:37.1,14.08,13.94
11:42.8,14.08,13.88
11:48.5,14.1,13.88
11:54.2,14.08,13.94
11:59.8,14.02,13.94
12:05.5,14.06,13.88
12:11.2,14.08,13.94
12:16.9,14.06,13.94
12:22.6,14.06,13.88
12:28.3,14.06,13.94
12:34.0,14.04,13.94
12:39.7,14.04,13.94
12:45.3,14.06,13.88
12:51.0,14.06,13.94
12:56.7,14.04,13.94
13:02.4,14,13.94
13:08.1,14.08,13.94
13:13.8,14.06,13.94
13:19.5,14.02,13.88
13:25.1,14.08,13.94
13:30.8,14.02,13.88
13:36.5,14.04,13.94
13:42.2,14.08,13.94
13:47.9,14.04,13.94
13:53.6,14.08,13.88
13:59.3,14,13.94
14:05.0,14.06,13.94
14:10.6,14.04,13.94
14:16.3,14.08,13.94
14:22.0,14.02,13.94
14:27.7,14.1,13.94
14:33.4,14.02,13.94
14:39.1,14.08,13.94
14:44.8,14.06,13.94
14:50.4,14.02,13.94
14:56.1,14.08,13.88
15:01.8,14.08,13.94
15:07.5,14.02,13.94
15:13.2,14.06,13.94
15:18.9,14.04,13.88
15:24.6,14.06,13.94
15:30.3,14.04,13.94
15:36.0,14.08,13.88
15:41.7,14.06,13.88
15:47.3,14,13.94
15:53.0,14.04,13.94
15:58.7,14.04,13.88
16:04.4,14.06,13.88
16:10.1,14.02,13.94
16:15.8,14.04,13.94
16:21.4,14.06,13.94
16:27.1,14.04,13.94
16:32.8,14.04,13.94
16:38.5,14.04,13.94
16:44.2,14.06,13.94
16:49.9,14.06,13.88
16:55.6,14.06,13.94
17:01.3,14.04,13.88
17:07.0,14,13.88
17:12.7,13.98,13.94
17:18.3,14.04,13.94
17:24.0,14.06,13.94
17:29.7,14.08,13.94
17:35.4,14.06,13.94
17:41.1,14.06,13.88
17:46.8,14.08,13.94
17:52.5,14.06,13.88
17:58.1,14.04,13.88
18:03.8,14.06,13.88
18:09.5,14.04,13.94
18:15.2,14.04,13.88
18:20.9,14.02,13.88
18:26.6,14.06,13.94
18:32.3,14.02,13.94
18:38.0,14.06,13.94
18:43.6,14.04,13.88
18:49.3,14.04,13.94
18:55.0,14,13.94
19:00.7,14.04,13.88
19:06.4,14,13.88
19:12.1,14.04,13.88
19:17.8,14.06,13.88
19:23.4,14,13.88
19:29.2,14.06,13.94
19:34.8,14.06,13.88
19:40.5,14.06,13.88
19:46.2,14.04,13.88
19:51.9,14,13.88
19:57.6,14.04,13.88
20:03.3,14.02,13.94
20:09.0,14.06,13.88
20:14.7,14.04,13.88
20:20.3,14.02,13.88
20:26.0,14,13.88
20:31.7,14.04,13.94
20:37.4,14.04,13.88
20:43.1,14.02,13.88
20:48.8,14.08,13.88
20:54.5,14.02,13.94
21:00.1,14.04,13.88
21:05.8,14.04,13.88
21:11.5,14,13.88
21:17.2,14.02,13.94
21:22.9,14.02,13.88
21:28.6,14.04,13.94
21:34.3,14.08,13.94
21:40.0,14,13.94
21:45.6,14.02,13.88
21:51.3,14.06,13.88
21:57.0,14.04,13.88
22:02.7,14.02,13.88
22:08.4,14,13.88
22:14.1,14.06,13.88
22:19.8,14.04,13.88
22:25.5,14.06,13.88
22:31.2,14.04,13.88
22:36.8,14,13.88
22:42.5,14.02,13.88
22:48.2,14.06,13.88
22:53.9,14.06,13.88
22:59.6,14.04,13.88
23:05.3,14.02,13.94
23:11.0,14,13.94
23:16.7,14.02,13.88
23:22.3,14,13.88
23:28.0,14.06,13.88
23:33.7,14.06,13.94
23:39.4,14.06,13.94
23:45.1,14.04,13.88
23:50.8,14.02,13.88
23:56.5,14.04,13.88
24:02.1,14.08,13.88
24:07.8,14.06,13.94
24:13.5,14.06,13.88
24:19.2,14.02,13.88
24:24.9,14.02,13.88
24:30.6,14.06,13.94
24:36.3,14.06,13.88
24:41.9,14.06,13.88
24:47.7,14.04,13.88
24:53.4,14.04,13.88
24:59.0,14,13.88
25:04.7,14.04,13.88
25:10.4,14.1,13.88
25:16.1,14,13.88
25:21.8,14.02,13.88
25:27.5,14.06,13.88
25:33.2,14.08,13.88
25:38.9,14,13.94
25:44.5,14.08,13.88
25:50.2,14.04,13.88
25:55.9,14,13.88
26:01.6,14.04,13.88
26:07.3,14.02,13.88
26:13.0,14.04,13.88
26:18.7,14.02,13.94
26:24.4,14.02,13.88
26:30.0,14,13.88
26:35.7,13.98,13.88
26:41.4,14.06,13.94
26:47.1,14.06,13.88
26:52.8,14.02,13.88
26:58.5,14.02,13.88
27:04.1,14.02,13.88
27:09.8,14,13.88
27:15.5,14.06,13.88
27:21.2,14.04,13.88
27:26.9,14.04,13.88
27:32.6,14.04,13.88
27:38.3,14.08,13.88
27:44.0,14.02,13.88
27:49.7,14.02,13.88
27:55.4,14.04,13.88
28:01.1,14.06,13.94
28:06.7,14.02,13.88
28:12.4,14.04,13.88
28:18.1,14.06,13.88
28:23.8,14.08,13.88
28:29.5,14.04,13.88
28:35.2,14.02,13.88
28:40.9,14.08,13.88
28:46.5,14,13.88
28:52.2,13.98,13.88
28:57.9,14.08,13.88
29:03.6,14.04,13.88
29:09.3,14.04,13.88
29:15.0,14.02,13.88
29:20.7,14.02,13.88
29:26.4,14.06,13.88
29:32.0,14,13.88
29:37.7,14.08,13.88
29:43.4,14,13.88
29:49.1,14.02,13.88
29:54.8,13.98,13.88
30:00.5,14.06,13.88
30:06.2,14,13.88
30:11.9,14.06,13.88
30:17.6,14,13.88
30:23.2,14.04,13.88
30:28.9,14.02,13.88
30:34.6,14.04,13.88
30:40.3,14.02,13.88
30:46.0,14.02,13.88
30:51.7,14.04,13.88
30:57.3,14,13.88
31:03.1,14.06,13.88
31:08.7,14.02,13.88
31:14.4,14.02,13.88
31:20.1,13.98,13.88
31:25.8,14.02,13.88
31:31.5,14.04,13.88
31:37.2,13.98,13.88
31:42.8,14.06,13.88
31:48.5,14.04,13.88
31:54.2,14.06,13.88
31:59.9,14.02,13.88
32:05.6,14.04,13.88
32:11.3,14.02,13.88
32:17.0,13.98,13.88
32:22.7,14.04,13.88
32:28.4,14.02,13.88
32:34.0,14,13.88
32:39.7,14.04,13.88
32:45.4,14.02,13.88
32:51.1,14,13.88
32:56.8,14.06,13.88
33:02.5,14.06,13.88
33:08.2,14.02,13.88
33:13.9,13.98,13.88
33:19.5,14.02,13.88
33:25.3,14.04,13.88
33:30.9,14.02,13.88
33:36.6,14.06,13.88
33:42.3,14.04,13.88
33:48.0,14.02,13.88
33:53.7,14,13.88
33:59.4,14.02,13.88
34:05.1,14.02,13.88
34:10.7,14.02,13.88
34:16.4,14.02,13.88
34:22.1,14.02,13.88
34:27.8,14,13.88
34:33.5,14.04,13.88
34:39.2,14.02,13.88
34:44.9,14.04,13.88
34:50.5,14.02,13.88
34:56.2,14.02,13.88
35:01.9,13.98,13.88
35:07.6,14.02,13.88
35:13.3,14.02,13.88
35:19.0,14.04,13.88
35:24.7,14.06,13.88
35:30.4,14.04,13.88
35:36.0,14.04,13.88
35:41.8,14.04,13.88
35:47.4,14.08,13.88
35:53.1,14,13.88
35:58.8,14.02,13.88
36:04.5,14,13.88
36:10.2,14,13.88
36:15.8,14.04,13.88
36:21.5,14.04,13.88
36:27.2,14,13.88
36:32.9,14.02,13.88
36:38.6,14.04,13.88
36:44.3,14.02,13.88
36:50.0,14.08,13.88
36:55.7,14.02,13.88
37:01.4,14.02,13.88
37:07.1,14.04,13.88
37:12.7,14,13.88
37:18.4,14.06,13.88
37:24.1,14.04,13.88
37:29.8,14.02,13.88
37:35.5,14,13.88
37:41.2,14.02,13.88
37:46.9,14.04,13.88
37:52.5,14.04,13.88
37:58.2,14.02,13.88
38:03.9,14.02,13.88
38:09.6,14,13.88
38:15.3,14,13.88
38:21.0,14.04,13.88
38:26.7,14.02,13.88
38:32.4,14.02,13.88
38:38.0,14.08,13.88
38:43.7,14,13.88
38:49.4,13.98,13.88
38:55.1,13.98,13.88
39:00.8,14.06,13.88
39:06.5,14.04,13.88
39:12.2,13.98,13.88
39:17.9,14,13.88
39:23.5,14,13.88
39:29.2,14.04,13.88
39:34.9,14.04,13.88
39:40.6,14.02,13.88
39:46.3,14.06,13.88
39:52.0,14.02,13.88
39:57.7,14,13.88
40:03.4,14.04,13.88
40:09.1,14.04,13.88
40:14.7,14.02,13.88
40:20.4,13.98,13.88
40:26.1,14.02,13.88
40:31.8,14,13.88
40:37.5,14.08,13.88
40:43.2,14.02,13.88
40:48.9,14,13.88
40:54.6,14.02,13.88
41:00.2,14.02,13.88
41:05.9,14.02,13.88
41:11.6,14.02,13.88
41:17.3,13.98,13.88
41:23.0,14,13.88
41:28.7,14,13.88
41:34.4,14.04,13.88
41:40.1,14,13.88
41:45.7,14.02,13.88
41:51.4,14.02,13.88
41:57.1,14.02,13.88
42:02.8,14,13.88
42:08.5,14.04,13.88
42:14.2,13.98,13.88
42:19.9,14.04,13.88
42:25.5,14,13.88
42:31.2,14.02,13.88
42:36.9,14.02,13.88
42:42.6,14.02,13.88
42:48.3,14,13.88
42:54.0,14,13.88
42:59.7,14,13.88
43:05.4,14.04,13.88
43:11.1,14.02,13.88
43:16.7,13.98,13.88
43:22.4,14.02,13.88
43:28.1,13.96,13.88
43:33.8,14.02,13.88
43:39.5,13.98,13.88
43:45.2,13.98,13.88
43:50.9,14.04,13.88
43:56.5,14.04,13.88
44:02.3,14,13.88
44:08.0,14.04,13.88
44:13.6,14.02,13.88
44:19.3,14,13.88
44:25.0,14,13.88
44:30.7,14,13.88
44:36.4,14,13.88
44:42.1,14.06,13.88
44:47.8,14.02,13.88
44:53.4,14.02,13.88
44:59.1,14,13.88
45:04.8,14.04,13.88
45:10.5,14,13.88
45:16.2,13.98,13.88
45:21.9,14.02,13.88
45:27.6,14.02,13.88
45:33.2,14,13.88
45:38.9,13.98,13.88
45:44.6,14.04,13.88
45:50.3,13.98,13.88
45:56.0,14,13.88
46:01.7,14.02,13.88
46:07.4,13.98,13.88
46:13.1,13.98,13.88
46:18.8,14.04,13.88
46:24.4,14.02,13.88
46:30.1,14.04,13.88
46:35.8,14.04,13.88
46:41.5,14.02,13.88
46:47.2,14.04,13.88
46:52.9,14.02,13.88
46:58.5,13.98,13.88
47:04.2,14,13.88
47:09.9,14.02,13.88
47:15.6,14,13.88
47:21.3,13.98,13.88
47:27.0,14.04,13.88
47:32.7,14.02,13.88
47:38.4,13.96,13.88
47:44.1,14.04,13.81
47:49.8,14,13.88
47:55.4,13.98,13.88
48:01.1,14,13.88
48:06.8,14.02,13.88
48:12.5,13.98,13.88
48:18.2,14.02,13.88
48:23.9,14.02,13.88
48:29.6,13.94,13.88
48:35.2,14.02,13.88
48:40.9,13.98,13.88
48:46.6,13.98,13.88
48:52.3,14.06,13.88
48:58.0,14.02,13.88
49:03.7,14,13.88
49:09.4,14.02,13.88
49:15.1,13.98,13.88
49:20.8,14,13.88
49:26.5,14,13.88
49:32.1,13.96,13.88
49:37.8,14.06,13.88
49:43.5,14,13.88
49:49.2,14,13.88
49:54.9,14.02,13.88
50:00.6,14,13.88
50:06.3,13.98,13.88
50:12.0,14.02,13.88
50:17.6,14,13.88
50:23.3,14,13.88
50:29.0,14.02,13.88
50:34.7,14.02,13.88
50:40.4,13.98,13.88
50:46.1,14.02,13.88
50:51.7,13.96,13.88
50:57.5,13.98,13.88
51:03.1,14.06,13.88
51:08.8,14,13.88
51:14.5,13.98,13.88
51:20.2,14,13.81
51:25.9,14,13.88
51:31.6,13.98,13.88
51:37.2,14,13.88
51:42.9,14.04,13.88
51:48.6,14.02,13.88
51:54.3,14,13.88
52:00.0,14.04,13.88
52:05.7,13.98,13.88
52:11.4,13.98,13.88
52:17.1,14.04,13.88
52:22.7,14,13.81
52:28.4,14.02,13.88
52:34.1,14,13.88
52:39.8,14.02,13.81
52:45.5,14,13.88
52:51.2,13.98,13.88
52:56.9,14,13.88
53:02.6,13.98,13.88
53:08.3,13.98,13.88
53:13.9,14.02,13.88
53:19.6,13.98,13.81
53:25.3,14,13.88
53:31.0,14,13.88
53:36.7,14,13.81
53:42.4,13.98,13.88
53:48.1,14.02,13.88
53:53.8,13.94,13.88
53:59.4,14.02,13.88
54:05.1,14,13.88
54:10.8,14,13.88
54:16.5,13.98,13.88
54:22.2,14.04,13.88
54:27.9,13.96,13.81
54:33.6,13.98,13.88
54:39.3,13.98,13.88
54:45.0,14,13.88
54:50.6,13.98,13.88
54:56.3,13.96,13.88
55:02.0,14.02,13.88
55:07.7,14,13.88
55:13.4,14,13.88
55:19.1,14,13.88
55:24.8,14.04,13.88
55:30.4,13.98,13.81
55:36.1,14,13.88
55:41.8,14,13.88
55:47.5,14,13.81
55:53.2,13.96,13.88
55:58.9,13.98,13.88
56:04.6,14.02,13.88
56:10.3,13.98,13.88
56:16.0,14.02,13.88
56:21.6,14,13.88
56:27.3,14,13.88
56:33.0,14,13.81
56:38.7,13.92,13.88
56:44.4,13.98,13.88
56:50.1,14,13.88
56:55.8,13.98,13.81
57:01.4,14,13.88
57:07.1,13.98,13.88
57:12.8,14.02,13.81
57:18.5,14.04,13.88
57:24.2,14,13.81
57:29.9,14,13.88
57:35.6,14,13.88
57:41.3,14.02,13.88
57:47.0,14.04,13.88
57:52.6,14.02,13.81
57:58.3,13.98,13.88
58:04.0,13.98,13.88
58:09.7,13.96,13.81
58:15.4,14,13.88
58:21.1,13.98,13.88
58:26.8,14,13.88
58:32.5,13.98,13.81
58:38.2,13.94,13.81
58:43.8,13.96,13.88
58:49.5,14,13.81
58:55.2,14.02,13.81
59:00.9,13.98,13.81
59:06.6,13.96,13.88
59:12.3,13.96,13.88
59:18.0,13.98,13.88
59:23.7,14.02,13.88
59:29.3,14,13.88
59:35.0,14.02,13.81
59:40.7,13.98,13.81
59:46.4,13.96,13.81
59:52.1,13.98,13.81
59:57.8,14.02,13.88
00:03.5,14,13.81
00:09.1,14,13.88
00:14.8,14,13.88
00:20.5,14,13.81
00:26.2,13.96,13.88
00:31.9,13.94,13.81
00:37.6,14,13.88
00:43.3,14,13.88
00:49.0,14,13.88
00:54.6,13.98,13.81
01:00.3,14.02,13.88
01:06.0,14,13.81
01:11.7,13.98,13.81
01:17.4,13.98,13.88
01:23.1,14,13.81
01:28.8,14,13.88
01:34.5,13.96,13.81
01:40.1,14.02,13.81
01:45.8,14.02,13.88
01:51.5,14,13.81
01:57.2,14.02,13.88
02:02.9,14.02,13.81
02:08.6,13.98,13.88
02:14.3,13.98,13.81
02:20.0,13.94,13.81
02:25.6,13.96,13.81
02:31.3,14.04,13.88
02:37.0,14,13.88
02:42.7,13.98,13.88
02:48.4,13.96,13.81
02:54.1,14.02,13.81
02:59.8,13.96,13.81
03:05.5,13.96,13.88
03:11.1,14.02,13.81
03:16.8,13.96,13.88
03:22.5,13.98,13.81
03:28.2,14.02,13.81
03:33.9,13.98,13.81
03:39.6,14,13.88
03:45.3,13.98,13.81
03:50.9,14,13.81
03:56.6,14,13.88
04:02.3,14,13.88
04:08.0,13.96,13.88
04:13.7,13.98,13.81
04:19.4,13.96,13.81
04:25.1,13.96,13.81
04:30.8,14.02,13.81
04:36.4,14,13.81
04:42.2,14.06,13.81
04:47.8,14,13.81
04:53.5,13.98,13.88
04:59.2,14.02,13.81
05:04.9,13.98,13.88
05:10.6,13.98,13.81
05:16.3,14.02,13.81
05:21.9,13.98,13.81
05:27.6,13.98,13.81
05:33.3,14,13.81
05:39.0,13.98,13.88
05:44.7,13.98,13.88
05:50.4,13.98,13.81
05:56.1,13.98,13.81
06:01.8,13.98,13.81
06:07.5,13.94,13.88
06:13.2,13.96,13.81
06:18.8,13.96,13.88
06:24.5,13.94,13.81
06:30.2,13.94,13.81
06:35.9,14,13.81
06:41.6,13.98,13.81
06:47.3,13.98,13.81
06:53.0,13.98,13.81
06:58.6,13.96,13.81
07:04.3,13.98,13.81
07:10.0,13.94,13.81
07:15.7,14.02,13.81
07:21.4,14,13.88
07:27.1,14,13.81
07:32.8,13.98,13.81
07:38.5,13.94,13.81
07:44.1,13.98,13.81
07:49.8,13.98,13.81
07:55.5,13.98,13.81
08:01.2,14,13.88
08:06.9,13.98,13.81
08:12.6,13.96,13.81
08:18.3,13.96,13.81
08:24.0,14,13.81
08:29.7,14,13.81
08:35.3,14.04,13.81
08:41.0,13.94,13.81
08:46.7,13.94,13.81
08:52.4,13.96,13.81
08:58.1,14.02,13.81
09:03.8,13.96,13.81
09:09.5,13.98,13.81
09:15.2,14.02,13.81
09:20.8,14,13.81
09:26.5,13.96,13.81
09:32.2,13.96,13.81
09:37.9,13.98,13.88
09:43.6,13.98,13.81
09:49.3,14,13.81
09:55.0,13.96,13.81
10:00.7,13.94,13.81
10:06.3,14,13.81
10:12.0,14,13.81
10:17.7,13.98,13.81
10:23.4,14,13.81
10:29.1,13.96,13.81
10:34.8,13.94,13.81
10:40.5,13.98,13.81
10:46.2,13.96,13.81
10:51.8,14,13.81
10:57.5,14.02,13.81
11:03.2,13.98,13.81
11:08.9,13.98,13.81
11:14.6,14.02,13.81
11:20.3,14,13.81
11:26.0,13.96,13.81
11:31.6,14,13.81
11:37.3,14,13.81
11:43.0,14,13.81
11:48.7,13.98,13.81
11:54.4,13.96,13.81
12:00.1,13.94,13.81
12:05.8,13.98,13.81
12:11.5,13.98,13.81
12:17.2,13.98,13.81
12:22.9,13.98,13.81
12:28.5,13.98,13.81
12:34.2,13.96,13.81
12:39.9,13.98,13.81
12:45.6,14,13.81
12:51.3,14.02,13.81
12:57.0,13.98,13.81
13:02.7,13.96,13.81
13:08.4,14,13.81
13:14.0,13.96,13.81
13:19.7,13.94,13.81
13:25.4,13.98,13.81
13:31.1,13.98,13.81
13:36.8,13.94,13.81
13:42.5,14,13.81
13:48.1,13.94,13.81
13:53.9,13.96,13.81
13:59.5,13.94,13.81
14:05.2,13.96,13.81
14:10.9,13.96,13.81
14:16.6,13.96,13.81
14:22.3,13.98,13.81
14:28.0,13.92,13.81
14:33.7,14,13.81
14:39.3,13.96,13.81
14:45.0,13.96,13.81
14:50.7,13.96,13.81
14:56.4,13.96,13.81
15:02.1,14,13.81
15:07.8,13.96,13.81
15:13.5,13.96,13.81
15:19.2,13.98,13.81
15:24.9,14,13.81
15:30.5,13.96,13.81
15:36.2,13.98,13.81
15:41.9,13.98,13.81
15:47.6,14.02,13.88
15:53.3,13.96,13.81
15:59.0,13.96,13.81
16:04.6,13.98,13.81
16:10.3,13.94,13.81
16:16.1,13.96,13.81
16:21.7,14,13.81
16:27.4,13.96,13.81
16:33.1,13.98,13.81
16:38.8,13.98,13.81
16:44.5,13.96,13.81
16:50.2,13.98,13.81
16:55.9,13.96,13.88
17:01.5,13.96,13.81
17:07.2,13.98,13.81
17:12.9,13.98,13.81
17:18.6,13.96,13.81
17:24.3,13.94,13.81
17:30.0,14,13.81
17:35.7,13.98,13.81
17:41.3,13.98,13.81
17:47.0,14,13.81
17:52.7,13.96,13.81
17:58.4,13.98,13.81
18:04.1,13.98,13.81
18:09.8,13.96,13.81
18:15.5,13.98,13.81
18:21.1,13.98,13.81
18:26.9,14,13.81
18:32.5,14,13.81
18:38.2,13.94,13.81
18:43.9,14,13.81
18:49.6,14.02,13.81
18:55.3,13.96,13.81
19:01.0,13.96,13.81
19:06.7,13.98,13.81
19:12.4,13.98,13.81
19:18.1,13.96,13.81
19:23.7,13.96,13.81
19:29.4,14.02,13.81
19:35.1,13.96,13.81
19:40.8,13.94,13.81
19:46.5,13.98,13.81
19:52.2,13.98,13.81
19:57.8,14,13.81
20:03.6,13.96,13.81
20:09.2,14,13.81
20:14.9,13.98,13.81
20:20.6,14.04,13.81
20:26.3,14,13.81
20:32.0,13.98,13.81
20:37.7,13.96,13.81
20:43.3,14,13.81
20:49.0,13.96,13.81
20:54.7,13.96,13.81
21:00.4,13.98,13.88
21:06.1,14,13.81
21:11.8,13.96,13.88
21:17.5,14,13.81
21:23.2,13.96,13.81
21:28.9,13.96,13.81
21:34.5,14,13.88
21:40.2,13.98,13.88
21:45.9,13.96,13.81
21:51.6,13.96,13.81
21:57.3,14.02,13.81
22:03.0,14.02,13.88
22:08.7,14.04,13.81
22:14.4,13.98,13.88
22:20.0,14,13.81
22:25.7,13.98,13.88
22:31.4,14,13.88
22:37.1,14.02,13.88
22:42.8,13.98,13.81
22:48.5,14,13.81
22:54.2,13.96,13.81
22:59.9,13.98,13.81
23:05.6,13.98,13.81
23:11.2,14,13.81
23:16.9,14.02,13.81
23:22.6,14.04,13.88
23:28.3,14.06,13.88
23:34.0,14.06,13.88
23:39.7,14.02,13.88
23:45.4,14,13.88
23:51.1,14.04,13.81
23:56.7,14.02,13.88
24:02.4,14.02,13.88
24:08.1,14.04,13.88
24:13.8,14.02,13.88
24:19.5,13.98,13.88
24:25.2,14,13.88
24:30.9,14,13.88
24:36.6,13.98,13.88
24:42.2,13.98,13.88
24:47.9,14,13.88
24:53.6,14.02,13.88
24:59.3,14.02,13.88
25:05.0,14.02,13.88
25:10.7,14.04,13.88
25:16.4,14,13.88
25:22.0,14.04,13.88
25:27.7,14,13.88
25:33.4,14,13.88
25:39.1,14.04,13.88
25:44.8,14.04,13.88
25:50.5,14,13.88
25:56.2,14,13.88
26:01.9,14.04,13.88
26:07.5,14.02,13.88
26:13.2,14.08,13.88
26:18.9,14.04,13.88
26:24.6,14.06,13.88
26:30.3,14.06,13.88
26:36.0,14.04,13.88
26:41.7,14.02,13.88
26:47.4,14.04,13.88
26:53.1,14.08,13.88
26:58.8,14.08,13.88
27:04.4,14.04,13.88
27:10.1,14.02,13.88
27:15.8,14.06,13.88
27:21.5,14,13.88
27:27.2,14.02,13.88
27:32.9,14.02,13.88
27:38.6,14.02,13.88
27:44.3,14.04,13.88
27:49.9,14.08,13.88
27:55.6,14.08,13.88
28:01.3,14.06,13.88
28:07.0,14.06,13.88
28:12.7,14.06,13.88
28:18.4,14.04,13.88
28:24.1,14.02,13.88
28:29.7,14.04,13.94
28:35.4,14.06,13.88
28:41.1,14.04,13.94
28:46.8,14.08,13.88
28:52.5,14.04,13.88
28:58.2,14.02,13.94
29:03.9,14.02,13.88
29:09.6,14.02,13.94
29:15.2,14.06,13.94
29:20.9,14.04,13.88
29:26.6,14.1,13.94
29:32.3,14.08,13.94
29:38.0,14.08,13.88
29:43.7,14.08,13.94
29:49.4,14.1,13.88
29:55.1,14.1,13.94
30:00.7,14.06,13.94
30:06.4,14.08,13.94
30:12.1,14.04,13.94
30:17.8,14.1,13.88
30:23.5,14.08,13.94
30:29.2,14.1,13.94
30:34.9,14.08,13.94
30:40.6,14.1,13.94
30:46.2,14.06,13.94
30:51.9,14.12,13.94
30:57.6,14.06,13.94
31:03.3,14.08,13.94
31:09.0,14.14,13.94
31:14.7,14.08,13.94
31:20.4,14.08,13.94
31:26.1,14.08,13.94
31:31.7,14.04,13.94
31:37.5,14.1,13.94
31:43.1,14.1,13.94
31:48.8,14.12,13.94
31:54.5,14.12,13.94
32:00.2,14.08,13.94
32:05.9,14.06,13.94
32:11.6,14.12,13.94
32:17.3,14.12,13.94
32:22.9,14.14,13.94
32:28.6,14.1,13.94
32:34.3,14.1,13.94
32:40.0,14.1,13.94
32:45.7,14.1,13.94
32:51.4,14.1,13.94
32:57.0,14.14,13.94
33:02.7,14.12,13.94
33:08.5,14.12,13.94
33:14.1,14.1,13.94
33:19.8,14.12,13.94
33:25.5,14.1,13.94
33:31.2,14.12,13.94
33:36.9,14.16,14
33:42.6,14.14,14
33:48.3,14.12,13.94
33:54.0,14.16,14
33:59.6,14.14,13.94
34:05.3,14.16,14
34:11.0,14.12,14
34:16.7,14.12,14
34:22.4,14.14,14
34:28.1,14.17,14
34:33.7,14.14,14
34:39.4,14.16,14
34:45.1,14.14,14
34:50.8,14.17,14
34:56.5,14.19,14
35:02.2,14.19,14
35:07.9,14.17,14
35:13.5,14.14,14
35:19.2,14.14,14
35:24.9,14.14,14
35:30.6,14.17,14
35:36.3,14.12,14
35:42.0,14.14,14
35:47.7,14.14,14
35:53.4,14.17,14
35:59.0,14.19,14
36:04.7,14.19,14
36:10.4,14.14,14
36:16.1,14.16,14
36:21.8,14.19,14
36:27.5,14.19,14
36:33.2,14.19,14
36:38.9,14.16,14
36:44.5,14.19,14
36:50.2,14.21,14
36:55.9,14.23,14
37:01.6,14.21,14
37:07.3,14.23,14.06
37:13.0,14.21,14
37:18.7,14.23,14
37:24.4,14.17,14
37:30.0,14.19,14.06
37:35.7,14.19,14.06
37:41.4,14.17,14
37:47.1,14.21,14.06
37:52.8,14.17,14
37:58.5,14.19,14.06
38:04.2,14.21,14.06
38:09.9,14.21,14.06
38:15.5,14.19,14.06
